date,domain,status,status_details,pages
2021-12-10,domain57,Error,Submitted URL marked ‘noindex’,54
2021-12-10,domain57,Error,Submitted URL not found (404),1
2021-12-10,domain57,Error,Submitted URL seems to be a Soft 404,0
2021-12-13,domain57,Excluded,Alternate page with proper canonical tag,30430
2021-12-13,domain57,Excluded,Blocked by robots.txt,317
2021-12-13,domain57,Excluded,Crawled - currently not indexed,571
2021-12-13,domain57,Excluded,Discovered - currently not indexed,75
2021-12-13,domain57,Excluded,Duplicate without user-selected canonical,23
2021-12-13,domain57,Excluded,"Duplicate, Google chose different canonical than user",190
2021-12-13,domain57,Excluded,"Duplicate, submitted URL not selected as canonical",193
2021-12-13,domain57,Excluded,Excluded by ‘noindex’ tag,10593
2021-12-13,domain57,Valid,"Indexed, not submitted in sitemap",408
2021-12-13,domain57,Warning,"Indexed, though blocked by robots.txt",394
2021-12-13,domain57,Excluded,Not found (404),181
2021-12-13,domain57,Excluded,Page with redirect,22487
2021-12-13,domain57,Error,Redirect error,1
2021-12-13,domain57,Error,Server error (5xx),2
2021-12-13,domain57,Excluded,Soft 404,14
2021-12-13,domain57,Valid,Submitted and indexed,22520
2021-12-13,domain57,Error,Submitted URL marked ‘noindex’,55
2021-12-13,domain57,Error,Submitted URL not found (404),1
2021-12-13,domain57,Error,Submitted URL seems to be a Soft 404,0
2021-12-14,domain57,Excluded,Alternate page with proper canonical tag,30430
2021-12-14,domain57,Excluded,Blocked by robots.txt,317
2021-12-14,domain57,Excluded,Crawled - currently not indexed,571
2021-12-14,domain57,Excluded,Discovered - currently not indexed,75
2021-12-14,domain57,Excluded,Duplicate without user-selected canonical,23
2021-12-14,domain57,Excluded,"Duplicate, Google chose different canonical than user",190
2021-12-14,domain57,Excluded,"Duplicate, submitted URL not selected as canonical",193
2021-12-14,domain57,Excluded,Excluded by ‘noindex’ tag,10593
2021-12-14,domain57,Valid,"Indexed, not submitted in sitemap",408
2021-12-14,domain57,Warning,"Indexed, though blocked by robots.txt",394
2021-12-14,domain57,Excluded,Not found (404),181
2021-12-14,domain57,Excluded,Page with redirect,22487
2021-12-14,domain57,Error,Redirect error,1
2021-12-14,,Error,Server error (5xx),2
2021-12-14,domain57,Excluded,Soft 404,14
2021-12-14,domain57,Valid,Submitted and indexed,22520
2021-12-14,domain57,Error,Submitted URL marked ‘noindex’,55
2021-12-14,domain57,Error,Submitted URL not found (404),1
2021-12-14,domain57,Error,Submitted URL seems to be a Soft 404,0
2021-12-15,domain57,Excluded,Alternate page with proper canonical tag,30375
2021-12-15,domain57,Excluded,Blocked by robots.txt,319
2021-12-15,domain57,Excluded,Crawled - currently not indexed,570
2021-12-15,domain57,Excluded,Discovered - currently not indexed,76
2021-12-15,domain57,Excluded,Duplicate without user-selected canonical,23
2021-12-15,domain57,Excluded,"Duplicate, Google chose different canonical than user",191
2021-12-15,domain57,Excluded,"Duplicate, submitted URL not selected as canonical",195
2021-12-15,domain57,Excluded,Excluded by ‘noindex’ tag,10610
2021-12-15,domain57,Valid,"Indexed, not submitted in sitemap",443
2021-12-15,domain57,Warning,"Indexed, though blocked by robots.txt",401
2021-12-15,domain57,Excluded,Not found (404),201
2021-12-15,domain57,Excluded,Page with redirect,22485
2021-12-15,domain57,Error,Redirect error,1
2021-12-15,domain57,Error,Server error (5xx),2
2021-12-15,domain57,Excluded,Soft 404,31
2021-12-15,domain57,Valid,Submitted and indexed,22514
2021-12-15,domain57,Error,Submitted URL marked ‘noindex’,55
2021-12-15,domain57,Error,Submitted URL not found (404),1
2021-12-15,domain57,Error,Submitted URL seems to be a Soft 404,0
2021-12-06,domain58,Excluded,Alternate page with proper canonical tag,633
2021-12-06,domain58,Excluded,Blocked by robots.txt,89
2021-12-06,domain58,Excluded,Crawled - currently not indexed,101
2021-12-06,domain58,Excluded,Discovered - currently not indexed,102
2021-12-06,domain58,,Duplicate without user-selected canonical,1070
2021-12-06,domain58,Excluded,"Duplicate, Google chose different canonical than user",118
2021-12-06,domain58,Excluded,"Duplicate, submitted URL not selected as canonical",55
2021-12-06,domain58,Excluded,Excluded by ‘noindex’ tag,42
,domain58,Valid,"Indexed, not submitted in sitemap",1181
2021-12-06,domain58,Warning,"Indexed, though blocked by robots.txt",350
2021-12-06,domain58,Excluded,Not found (404),520
2021-12-06,domain58,Warning,Page indexed without content,1
2021-12-06,domain58,Excluded,Page with redirect,49
2021-12-06,domain58,Error,Server error (5xx),0
2021-12-06,domain58,Excluded,Soft 404,679
2021-12-06,domain58,Valid,Submitted and indexed,2061
2021-12-06,domain58,Error,Submitted URL not found (404),23
2021-12-06,domain58,Error,Submitted URL seems to be a Soft 404,51
2021-12-07,domain58,Excluded,Alternate page with proper canonical tag,633
2021-12-07,domain58,Excluded,Blocked by robots.txt,89
2021-12-07,domain58,Excluded,Crawled - currently not indexed,101
2021-12-07,domain58,Excluded,Discovered - currently not indexed,102
,domain58,Excluded,Duplicate without user-selected canonical,1070
2021-12-07,domain58,Excluded,"Duplicate, Google chose different canonical than user",118
2021-12-07,domain58,Excluded,"Duplicate, submitted URL not selected as canonical",55
2021-12-07,domain58,Excluded,Excluded by ‘noindex’ tag,42
2021-12-07,domain58,Valid,"Indexed, not submitted in sitemap",1181
2021-12-07,domain58,Warning,"Indexed, though blocked by robots.txt",350
2021-12-07,domain58,Excluded,Not found (404),520
2021-12-07,domain58,Warning,Page indexed without content,1
2021-12-07,domain58,Excluded,Page with redirect,49
2021-12-07,domain58,Error,Server error (5xx),0
2021-12-07,domain58,Excluded,Soft 404,679
2021-12-07,domain58,Valid,Submitted and indexed,2061
2021-12-07,domain58,Error,Submitted URL not found (404),23
2021-12-07,domain58,Error,Submitted URL seems to be a Soft 404,51
2021-12-09,domain58,Excluded,Alternate page with proper canonical tag,581
2021-12-09,domain58,Excluded,Blocked by robots.txt,77
2021-12-09,domain58,Excluded,Crawled - currently not indexed,94
2021-12-09,domain58,Excluded,Discovered - currently not indexed,107
2021-12-09,domain58,Excluded,Duplicate without user-selected canonical,1142
2021-12-09,domain58,Excluded,"Duplicate, Google chose different canonical than user",118
2021-12-09,domain58,Excluded,"Duplicate, submitted URL not selected as canonical",53
2021-12-09,domain58,Excluded,Excluded by ‘noindex’ tag,43
2021-12-09,domain58,Valid,"Indexed, not submitted in sitemap",1234
2021-12-09,domain58,Warning,"Indexed, though blocked by robots.txt",301
2021-12-09,domain58,Excluded,Not found (404),388
2021-12-09,domain58,Warning,Page indexed without content,1
2021-12-09,domain58,Excluded,Page with redirect,49
2021-12-09,domain58,Error,Server error (5xx),0
2021-12-09,domain58,Excluded,Soft 404,794
2021-12-09,domain58,Valid,Submitted and indexed,2054
2021-12-09,domain58,Error,Submitted URL not found (404),20
2021-12-09,domain58,Error,Submitted URL seems to be a Soft 404,62
2021-12-10,domain58,Excluded,Alternate page with proper canonical tag,581
2021-12-10,domain58,Excluded,Blocked by robots.txt,77
2021-12-10,domain58,Excluded,Crawled - currently not indexed,94
2021-12-10,domain58,Excluded,Discovered - currently not indexed,107
2021-12-10,domain58,Excluded,Duplicate without user-selected canonical,1142
2021-12-10,domain58,Excluded,"Duplicate, Google chose different canonical than user",118
2021-12-10,domain58,Excluded,"Duplicate, submitted URL not selected as canonical",53
2021-12-10,domain58,Excluded,Excluded by ‘noindex’ tag,43
2021-12-10,domain58,Valid,"Indexed, not submitted in sitemap",1234
2021-12-10,domain58,Warning,"Indexed, though blocked by robots.txt",301
2021-12-10,domain58,Excluded,Not found (404),388
2021-12-10,domain58,Warning,Page indexed without content,1
2021-12-10,domain58,Excluded,Page with redirect,49
2021-12-10,domain58,Error,Server error (5xx),0
2021-12-10,domain58,Excluded,Soft 404,794
2021-12-10,domain58,Valid,Submitted and indexed,2054
,domain58,Error,Submitted URL not found (404),20
2021-12-10,domain58,Error,Submitted URL seems to be a Soft 404,62
2021-12-13,domain58,Excluded,Alternate page with proper canonical tag,585
2021-12-13,domain58,Excluded,Blocked by robots.txt,116
2021-12-13,domain58,Excluded,Crawled - currently not indexed,158
2021-12-13,domain58,Excluded,Discovered - currently not indexed,105
2021-12-13,domain58,Excluded,Duplicate without user-selected canonical,1103
2021-12-13,domain58,Excluded,"Duplicate, Google chose different canonical than user",128
2021-12-13,domain58,Excluded,"Duplicate, submitted URL not selected as canonical",33
2021-12-13,domain58,Excluded,Excluded by ‘noindex’ tag,44
2021-12-13,domain58,Valid,"Indexed, not submitted in sitemap",1222
2021-12-13,domain58,Warning,"Indexed, though blocked by robots.txt",276
2021-12-13,domain58,Excluded,Not found (404),384
2021-12-13,domain58,Warning,Page indexed without content,1
2021-12-13,domain58,Excluded,Page with redirect,48
2021-12-13,domain58,Error,Server error (5xx),3
2021-12-13,domain58,Excluded,,948
2021-12-13,domain58,Valid,Submitted and indexed,2050
2021-12-13,domain58,Error,Submitted URL not found (404),20
2021-12-13,domain58,Error,Submitted URL seems to be a Soft 404,88
2021-12-14,domain58,Excluded,Alternate page with proper canonical tag,585
2021-12-14,domain58,Excluded,Blocked by robots.txt,116
2021-12-14,domain58,Excluded,Crawled - currently not indexed,158
2021-12-14,domain58,Excluded,Discovered - currently not indexed,105
2021-12-14,domain58,Excluded,Duplicate without user-selected canonical,1103
2021-12-14,domain58,Excluded,"Duplicate, Google chose different canonical than user",128
2021-12-14,domain58,Excluded,"Duplicate, submitted URL not selected as canonical",33
2021-12-14,domain58,Excluded,Excluded by ‘noindex’ tag,44
2021-12-14,domain58,Valid,"Indexed, not submitted in sitemap",1222
2021-12-14,domain58,Warning,"Indexed, though blocked by robots.txt",276
2021-12-14,domain58,Excluded,Not found (404),384
2021-12-14,domain58,Warning,Page indexed without content,1
2021-12-14,domain58,Excluded,Page with redirect,48
2021-12-14,domain58,Error,Server error (5xx),3
2021-12-14,domain58,Excluded,Soft 404,948
2021-12-14,domain58,Valid,Submitted and indexed,2050
2021-12-14,domain58,Error,Submitted URL not found (404),20
2021-12-14,domain58,Error,Submitted URL seems to be a Soft 404,88
2021-12-15,domain58,Excluded,,532
2021-12-15,domain58,Excluded,Blocked by robots.txt,111
,domain58,Excluded,Crawled - currently not indexed,198
2021-12-15,domain58,Excluded,Discovered - currently not indexed,73
2021-12-15,domain58,Excluded,Duplicate without user-selected canonical,1095
2021-12-15,domain58,Excluded,"Duplicate, Google chose different canonical than user",128
2021-12-15,domain58,Excluded,"Duplicate, submitted URL not selected as canonical",23
2021-12-15,domain58,Excluded,Excluded by ‘noindex’ tag,44
2021-12-15,domain58,Valid,"Indexed, not submitted in sitemap",1174
2021-12-15,domain58,Warning,"Indexed, though blocked by robots.txt",286
2021-12-15,domain58,Excluded,Not found (404),348
2021-12-15,domain58,Warning,Page indexed without content,1
2021-12-15,domain58,Excluded,Page with redirect,48
2021-12-15,domain58,Error,Server error (5xx),6
2021-12-15,domain58,Excluded,Soft 404,1054
2021-12-15,domain58,Valid,Submitted and indexed,2128
2021-12-15,domain58,Error,Submitted URL not found (404),10
2021-12-15,domain58,Error,Submitted URL seems to be a Soft 404,46
2021-12-09,domain59,Excluded,Page with redirect,5
2021-12-10,domain59,Excluded,Page with redirect,5
2021-12-13,domain59,Excluded,Page with redirect,5
2021-12-14,domain59,Excluded,Page with redirect,5
2021-12-15,domain59,Excluded,Page with redirect,5
2021-12-09,domain60,Excluded,Alternate page with proper canonical tag,213720
2021-12-09,domain60,Excluded,Blocked by robots.txt,1188
2021-12-09,domain60,Excluded,Blocked due to access forbidden (403),9
2021-12-09,domain60,Excluded,Blocked due to other 4xx issue,6
2021-12-09,domain60,Excluded,Crawled - currently not indexed,44362
2021-12-09,domain60,Excluded,Discovered - currently not indexed,47020
2021-12-09,domain60,Excluded,Duplicate without user-selected canonical,11950
2021-12-09,domain60,Excluded,"Duplicate, Google chose different canonical than user",639
2021-12-09,domain60,Excluded,"Duplicate, submitted URL not selected as canonical",18160
2021-12-09,domain60,Excluded,Excluded by ‘noindex’ tag,297881
2021-12-09,domain60,Valid,"Indexed, not submitted in sitemap",201755
2021-12-09,domain60,Warning,"Indexed, though blocked by robots.txt",9227
2021-12-09,domain60,Excluded,Not found (404),1335
2021-12-09,domain60,Warning,Page indexed without content,0
2021-12-09,domain60,Excluded,Page with redirect,189330
2021-12-09,domain60,Error,Redirect error,2
2021-12-09,domain60,Error,Server error (5xx),25
2021-12-09,domain60,Excluded,Soft 404,9146
2021-12-09,domain60,Valid,Submitted and indexed,44316
2021-12-09,domain60,Error,Submitted URL blocked by robots.txt,3
2021-12-09,domain60,Error,Submitted URL marked ‘noindex’,18503
2021-12-09,domain60,Error,Submitted URL not found (404),11
2021-12-09,domain60,Error,Submitted URL seems to be a Soft 404,14
2021-12-10,domain60,Excluded,Alternate page with proper canonical tag,213720
2021-12-10,domain60,Excluded,Blocked by robots.txt,
2021-12-10,domain60,Excluded,Blocked due to access forbidden (403),9
2021-12-10,domain60,Excluded,Blocked due to other 4xx issue,6
2021-12-10,domain60,Excluded,Crawled - currently not indexed,44362
2021-12-10,domain60,Excluded,Discovered - currently not indexed,47020
2021-12-10,domain60,Excluded,Duplicate without user-selected canonical,11950
2021-12-10,domain60,Excluded,"Duplicate, Google chose different canonical than user",639
2021-12-10,domain60,Excluded,"Duplicate, submitted URL not selected as canonical",18160
2021-12-10,domain60,Excluded,Excluded by ‘noindex’ tag,297881
2021-12-10,domain60,Valid,"Indexed, not submitted in sitemap",201755
2021-12-10,domain60,Warning,"Indexed, though blocked by robots.txt",9227
2021-12-10,domain60,Excluded,Not found (404),1335
2021-12-10,domain60,Warning,Page indexed without content,0
2021-12-10,domain60,Excluded,Page with redirect,189330
2021-12-10,domain60,Error,Redirect error,2
2021-12-10,domain60,Error,Server error (5xx),25
2021-12-10,domain60,Excluded,Soft 404,9146
2021-12-10,domain60,Valid,Submitted and indexed,44316
2021-12-10,domain60,Error,Submitted URL blocked by robots.txt,3
2021-12-10,domain60,Error,Submitted URL marked ‘noindex’,18503
2021-12-10,domain60,Error,Submitted URL not found (404),11
2021-12-10,domain60,Error,Submitted URL seems to be a Soft 404,14
2021-12-13,domain60,Excluded,Alternate page with proper canonical tag,210449
2021-12-13,domain60,,Blocked by robots.txt,1375
2021-12-13,domain60,Excluded,Blocked due to access forbidden (403),10
2021-12-13,domain60,Excluded,Blocked due to other 4xx issue,7
2021-12-13,domain60,Excluded,Crawled - currently not indexed,45484
2021-12-13,domain60,Excluded,Discovered - currently not indexed,47617
2021-12-13,domain60,Excluded,Duplicate without user-selected canonical,11603
2021-12-13,domain60,Excluded,"Duplicate, Google chose different canonical than user",633
2021-12-13,domain60,Excluded,"Duplicate, submitted URL not selected as canonical",18201
2021-12-13,domain60,Excluded,Excluded by ‘noindex’ tag,291670
2021-12-13,domain60,Valid,"Indexed, not submitted in sitemap",202109
2021-12-13,domain60,Warning,"Indexed, though blocked by robots.txt",8891
2021-12-13,domain60,Excluded,Not found (404),2942
2021-12-13,domain60,Warning,Page indexed without content,6
2021-12-13,domain60,Excluded,Page with redirect,186622
2021-12-13,domain60,Error,Redirect error,2379
2021-12-13,domain60,Error,Server error (5xx),
2021-12-13,domain60,Excluded,Soft 404,8960
2021-12-13,domain60,Valid,Submitted and indexed,44353
2021-12-13,domain60,Error,Submitted URL blocked by robots.txt,2
2021-12-13,domain60,Error,Submitted URL marked ‘noindex’,18279
2021-12-13,domain60,Error,Submitted URL not found (404),10
2021-12-13,domain60,Error,Submitted URL seems to be a Soft 404,12
2021-12-14,domain60,Excluded,Alternate page with proper canonical tag,210449
2021-12-14,domain60,Excluded,Blocked by robots.txt,1375
2021-12-14,domain60,Excluded,Blocked due to access forbidden (403),10
2021-12-14,domain60,Excluded,Blocked due to other 4xx issue,7
2021-12-14,domain60,Excluded,Crawled - currently not indexed,45484
2021-12-14,domain60,Excluded,Discovered - currently not indexed,47617
2021-12-14,domain60,Excluded,Duplicate without user-selected canonical,11603
2021-12-14,domain60,Excluded,"Duplicate, Google chose different canonical than user",633
2021-12-14,domain60,Excluded,"Duplicate, submitted URL not selected as canonical",18201
2021-12-14,domain60,Excluded,Excluded by ‘noindex’ tag,291670
2021-12-14,domain60,Valid,"Indexed, not submitted in sitemap",202109
2021-12-14,domain60,Warning,"Indexed, though blocked by robots.txt",8891
2021-12-14,domain60,Excluded,Not found (404),2942
2021-12-14,domain60,Warning,Page indexed without content,6
2021-12-14,domain60,Excluded,Page with redirect,186622
2021-12-14,domain60,Error,Redirect error,2379
2021-12-14,domain60,Error,Server error (5xx),36
2021-12-14,domain60,Excluded,Soft 404,8960
2021-12-14,domain60,Valid,Submitted and indexed,44353
2021-12-14,domain60,Error,Submitted URL blocked by robots.txt,2
2021-12-14,domain60,Error,Submitted URL marked ‘noindex’,18279
2021-12-14,domain60,Error,Submitted URL not found (404),10
2021-12-14,domain60,Error,Submitted URL seems to be a Soft 404,12
2021-12-15,domain60,Excluded,Alternate page with proper canonical tag,209688
2021-12-15,domain60,Excluded,Blocked by robots.txt,1586
2021-12-15,domain60,Excluded,Blocked due to access forbidden (403),16
2021-12-15,domain60,Excluded,Blocked due to other 4xx issue,8
2021-12-15,domain60,Excluded,Crawled - currently not indexed,45667
2021-12-15,domain60,Excluded,Discovered - currently not indexed,47734
2021-12-15,domain60,Excluded,Duplicate without user-selected canonical,11511
2021-12-15,domain60,Excluded,"Duplicate, Google chose different canonical than user",633
2021-12-15,domain60,Excluded,"Duplicate, submitted URL not selected as canonical",18177
2021-12-15,domain60,Excluded,Excluded by ‘noindex’ tag,289058
,domain60,Valid,"Indexed, not submitted in sitemap",205225
2021-12-15,domain60,Warning,"Indexed, though blocked by robots.txt",8823
2021-12-15,domain60,Excluded,Not found (404),3987
2021-12-15,domain60,Warning,Page indexed without content,1
2021-12-15,domain60,Excluded,Page with redirect,186356
2021-12-15,domain60,Error,Redirect error,1971
2021-12-15,domain60,Error,Server error (5xx),51
2021-12-15,domain60,Excluded,Soft 404,8934
2021-12-15,domain60,Valid,Submitted and indexed,44434
2021-12-15,domain60,Error,Submitted URL blocked by robots.txt,2
2021-12-15,domain60,Error,Submitted URL marked ‘noindex’,17847
2021-12-15,domain60,Error,Submitted URL not found (404),10
2021-12-15,domain60,Error,Submitted URL seems to be a Soft 404,12
2021-12-09,domain61,Excluded,Alternate page with proper canonical tag,649
2021-12-09,domain61,Excluded,Crawled - currently not indexed,329
2021-12-09,domain61,Excluded,Discovered - currently not indexed,17
2021-12-09,domain61,Excluded,Duplicate without user-selected canonical,594
2021-12-09,domain61,Excluded,"Duplicate, submitted URL not selected as canonical",5
2021-12-09,domain61,Excluded,Excluded by ‘noindex’ tag,58
2021-12-09,domain61,Valid,"Indexed, not submitted in sitemap",1885
2021-12-09,domain61,Excluded,Not found (404),3
2021-12-09,domain61,Excluded,Page with redirect,2459
2021-12-09,domain61,Excluded,Soft 404,0
2021-12-09,domain61,Valid,Submitted and indexed,887
2021-12-10,domain61,Excluded,Alternate page with proper canonical tag,649
2021-12-10,domain61,Excluded,Crawled - currently not indexed,329
2021-12-10,domain61,Excluded,Discovered - currently not indexed,17
2021-12-10,domain61,Excluded,Duplicate without user-selected canonical,594
2021-12-10,domain61,Excluded,"Duplicate, submitted URL not selected as canonical",5
2021-12-10,domain61,Excluded,Excluded by ‘noindex’ tag,58
2021-12-10,domain61,Valid,"Indexed, not submitted in sitemap",1885
2021-12-10,domain61,Excluded,Not found (404),3
2021-12-10,domain61,Excluded,Page with redirect,2459
2021-12-10,domain61,Excluded,Soft 404,0
2021-12-10,domain61,Valid,Submitted and indexed,887
2021-12-13,domain61,Excluded,Alternate page with proper canonical tag,645
2021-12-13,domain61,Excluded,Crawled - currently not indexed,317
2021-12-13,domain61,Excluded,Discovered - currently not indexed,17
2021-12-13,domain61,Excluded,Duplicate without user-selected canonical,611
2021-12-13,domain61,Excluded,"Duplicate, submitted URL not selected as canonical",5
2021-12-13,domain61,Excluded,Excluded by ‘noindex’ tag,56
2021-12-13,domain61,Valid,"Indexed, not submitted in sitemap",1873
2021-12-13,domain61,Excluded,Not found (404),4
2021-12-13,domain61,Excluded,Page with redirect,2424
2021-12-13,domain61,Error,Redirect error,26
2021-12-13,domain61,Excluded,Soft 404,0
2021-12-13,domain61,Valid,Submitted and indexed,887
2021-12-14,domain61,Excluded,Alternate page with proper canonical tag,645
2021-12-14,domain61,Excluded,Crawled - currently not indexed,317
2021-12-14,domain61,Excluded,Discovered - currently not indexed,17
2021-12-14,domain61,Excluded,Duplicate without user-selected canonical,611
2021-12-14,domain61,Excluded,"Duplicate, submitted URL not selected as canonical",5
2021-12-14,domain61,Excluded,Excluded by ‘noindex’ tag,56
2021-12-14,domain61,Valid,"Indexed, not submitted in sitemap",1873
2021-12-14,domain61,Excluded,Not found (404),4
2021-12-14,domain61,Excluded,Page with redirect,2424
2021-12-14,domain61,Error,Redirect error,26
2021-12-14,domain61,Excluded,Soft 404,0
2021-12-14,domain61,Valid,Submitted and indexed,887
2021-12-15,domain61,Excluded,Alternate page with proper canonical tag,641
2021-12-15,domain61,Excluded,Crawled - currently not indexed,311
2021-12-15,domain61,Excluded,Discovered - currently not indexed,15
2021-12-15,domain61,Excluded,Duplicate without user-selected canonical,617
2021-12-15,domain61,Excluded,"Duplicate, submitted URL not selected as canonical",5
2021-12-15,domain61,Excluded,Excluded by ‘noindex’ tag,56
2021-12-15,domain61,Valid,"Indexed, not submitted in sitemap",1877
2021-12-15,domain61,Excluded,,4
2021-12-15,domain61,Excluded,Page with redirect,2434
2021-12-15,domain61,Error,Redirect error,19
2021-12-15,domain61,Excluded,Soft 404,0
2021-12-15,domain61,Valid,Submitted and indexed,885
2021-12-07,domain62,Excluded,Alternate page with proper canonical tag,414
2021-12-07,domain62,Excluded,Crawled - currently not indexed,160
2021-12-07,domain62,Excluded,Discovered - currently not indexed,5
2021-12-07,domain62,Excluded,"Duplicate, Google chose different canonical than user",4
2021-12-07,domain62,Excluded,Excluded by ‘noindex’ tag,1
2021-12-07,domain62,Valid,"Indexed, not submitted in sitemap",755
2021-12-07,domain62,Excluded,Not found (404),4
2021-12-07,domain62,Excluded,Page with redirect,678
2021-12-09,domain62,Excluded,Alternate page with proper canonical tag,395
2021-12-09,domain62,Excluded,Crawled - currently not indexed,188
2021-12-09,domain62,Excluded,Discovered - currently not indexed,4
2021-12-09,domain62,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-09,domain62,Excluded,Excluded by ‘noindex’ tag,1
2021-12-09,domain62,Valid,"Indexed, not submitted in sitemap",750
2021-12-09,domain62,Excluded,Not found (404),4
2021-12-09,domain62,Excluded,Page with redirect,666
2021-12-10,domain62,Excluded,Alternate page with proper canonical tag,395
2021-12-10,domain62,Excluded,Crawled - currently not indexed,188
2021-12-10,domain62,Excluded,Discovered - currently not indexed,4
2021-12-10,domain62,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-10,domain62,Excluded,Excluded by ‘noindex’ tag,1
2021-12-10,domain62,Valid,"Indexed, not submitted in sitemap",750
2021-12-10,domain62,Excluded,Not found (404),4
2021-12-10,domain62,Excluded,Page with redirect,666
2021-12-13,domain62,Excluded,Alternate page with proper canonical tag,381
2021-12-13,domain62,Excluded,Crawled - currently not indexed,231
2021-12-13,domain62,Excluded,Discovered - currently not indexed,8
2021-12-13,domain62,Excluded,"Duplicate, Google chose different canonical than user",2
2021-12-13,domain62,Excluded,Excluded by ‘noindex’ tag,1
2021-12-13,domain62,Valid,"Indexed, not submitted in sitemap",730
2021-12-13,domain62,Excluded,Not found (404),3
2021-12-13,domain62,Excluded,Page with redirect,655
2021-12-14,domain62,Excluded,Alternate page with proper canonical tag,381
2021-12-14,domain62,Excluded,Crawled - currently not indexed,231
2021-12-14,domain62,Excluded,Discovered - currently not indexed,8
2021-12-14,domain62,Excluded,"Duplicate, Google chose different canonical than user",2
2021-12-14,domain62,Excluded,Excluded by ‘noindex’ tag,1
2021-12-14,domain62,Valid,"Indexed, not submitted in sitemap",730
2021-12-14,domain62,Excluded,Not found (404),3
2021-12-14,domain62,Excluded,Page with redirect,655
2021-12-15,domain62,Excluded,Alternate page with proper canonical tag,373
2021-12-15,domain62,Excluded,Crawled - currently not indexed,248
2021-12-15,domain62,Excluded,Discovered - currently not indexed,7
2021-12-15,domain62,Excluded,"Duplicate, Google chose different canonical than user",1
2021-12-15,domain62,Excluded,Excluded by ‘noindex’ tag,1
2021-12-15,domain62,Valid,"Indexed, not submitted in sitemap",727
2021-12-15,domain62,Excluded,Not found (404),3
2021-12-15,domain62,Excluded,Page with redirect,653
2021-12-09,domain63,Excluded,Alternate page with proper canonical tag,24816
2021-12-09,domain63,Excluded,Blocked by robots.txt,63
,domain63,Excluded,Blocked due to access forbidden (403),0
2021-12-09,domain63,Excluded,Crawled - currently not indexed,4587
2021-12-09,domain63,Excluded,Discovered - currently not indexed,28
2021-12-09,domain63,Excluded,Duplicate without user-selected canonical,12795
2021-12-09,domain63,Excluded,"Duplicate, Google chose different canonical than user",896
2021-12-09,domain63,Excluded,Excluded by ‘noindex’ tag,9415
2021-12-09,domain63,Valid,"Indexed, not submitted in sitemap",29665
2021-12-09,domain63,Warning,"Indexed, though blocked by robots.txt",955
2021-12-09,domain63,Excluded,Not found (404),368
2021-12-09,domain63,Warning,Page indexed without content,0
2021-12-09,domain63,Excluded,Page with redirect,168895
2021-12-09,domain63,Error,Redirect error,0
2021-12-09,domain63,Error,Server error (5xx),1
2021-12-09,domain63,Excluded,Soft 404,831
2021-12-10,domain63,Excluded,Alternate page with proper canonical tag,24816
2021-12-10,domain63,Excluded,Blocked by robots.txt,63
2021-12-10,domain63,Excluded,,0
2021-12-10,domain63,Excluded,Crawled - currently not indexed,4587
2021-12-10,domain63,Excluded,Discovered - currently not indexed,28
2021-12-10,domain63,Excluded,Duplicate without user-selected canonical,12795
2021-12-10,domain63,Excluded,"Duplicate, Google chose different canonical than user",896
2021-12-10,domain63,Excluded,Excluded by ‘noindex’ tag,9415
2021-12-10,domain63,Valid,"Indexed, not submitted in sitemap",29665
2021-12-10,domain63,Warning,"Indexed, though blocked by robots.txt",955
2021-12-10,domain63,Excluded,Not found (404),368
2021-12-10,domain63,Warning,Page indexed without content,0
2021-12-10,domain63,Excluded,Page with redirect,168895
2021-12-10,domain63,Error,Redirect error,0
2021-12-10,domain63,Error,Server error (5xx),1
2021-12-10,domain63,Excluded,Soft 404,831
2021-12-13,domain63,Excluded,Alternate page with proper canonical tag,24665
2021-12-13,domain63,Excluded,Blocked by robots.txt,101
2021-12-13,domain63,Excluded,Blocked due to access forbidden (403),1
2021-12-13,domain63,Excluded,Crawled - currently not indexed,4164
2021-12-13,domain63,Excluded,Discovered - currently not indexed,53
2021-12-13,domain63,Excluded,Duplicate without user-selected canonical,12577
2021-12-13,domain63,Excluded,"Duplicate, Google chose different canonical than user",907
2021-12-13,domain63,Excluded,Excluded by ‘noindex’ tag,9361
2021-12-13,domain63,Valid,"Indexed, not submitted in sitemap",29620
2021-12-13,domain63,Warning,"Indexed, though blocked by robots.txt",920
2021-12-13,domain63,Excluded,Not found (404),510
2021-12-13,domain63,Warning,Page indexed without content,1
2021-12-13,domain63,Excluded,Page with redirect,167240
2021-12-13,domain63,Error,Redirect error,3
2021-12-13,domain63,Error,Server error (5xx),0
2021-12-13,domain63,Excluded,Soft 404,
2021-12-14,domain63,Excluded,Alternate page with proper canonical tag,24665
2021-12-14,domain63,Excluded,Blocked by robots.txt,101
2021-12-14,domain63,Excluded,Blocked due to access forbidden (403),1
2021-12-14,domain63,Excluded,Crawled - currently not indexed,4164
2021-12-14,domain63,Excluded,Discovered - currently not indexed,53
2021-12-14,domain63,Excluded,Duplicate without user-selected canonical,12577
2021-12-14,domain63,Excluded,"Duplicate, Google chose different canonical than user",907
2021-12-14,domain63,Excluded,Excluded by ‘noindex’ tag,9361
